Object,IncorCorefEval_file1,IncorCorefEval_file2,IncorCorefEval_improvement,IncorCorefEval_percentage_improvement,IncomCorefEval_file1,IncomCorefEval_file2,IncomCorefEval_improvement,IncomCorefEval_percentage_improvement,IncomDiscoEval_file1,IncomDiscoEval_file2,IncomDiscoEval_improvement,IncomDiscoEval_percentage_improvement,SentiBias_file1,SentiBias_file2,SentiBias_improvement,SentiBias_percentage_improvement,ExtEval_file1,ExtEval_file2,ExtEval_improvement,ExtEval_percentage_improvement
15_neusumm,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.1564892919734121,0.24234078644464419,-0.08585149447123208,-54.86093865503491,1.1564892919734122,0.24234078644464419,0.914148505528768,79.04513356702869
15_oracle,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.2423883867139618,0.24239357231805725,-5.185604095458984e-06,-0.0021393781136793584,0.2423883867139618,0.24239357231805725,-5.185604095458984e-06,-0.0021393781136793584
15_oracle_disco,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,2.0,0.0,2.0,100.0,0.7289982228850325,0.37533041543016826,0.3536678074548642,48.51422079675492,2.7289982228850325,0.37533041543016826,2.353667807454864,86.24658630105746
152_oracle_disco,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.35072054023005284,0.3920999919817618,-0.041379451751708984,-11.798411271996333,1.3507205402300528,0.3920999919817618,0.958620548248291,70.97104987276052
154_bert_lstm_pn_rl,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.30043748761950567,0.18514678623019293,0.11529070138931274,38.37427289876844,0.30043748761950567,0.18514678623019293,0.11529070138931274,38.37427289876844
154_heter_graph,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.28294395651160315,0.11874366174875334,0.1642002947628498,58.03279800963559,0.28294395651160315,0.11874366174875334,0.1642002947628498,58.03279800963559
154_oracle,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.2975575699978931,0.3751203293178343,-0.07756275931994117,-26.066471547166604,0.2975575699978931,0.3751203293178343,-0.07756275931994117,-26.066471547166604
154_oracle_disco,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,0.0,3.0,100.0,0.1423820176895595,0.05487531575261417,0.08750670193694532,61.45909670119948,1.1423820176895596,0.05487531575261417,1.0875067019369453,95.19641285464225
154_textrank_st,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.06312508073593065,0.304417451990726,-0.24129237125479536,-382.24485171620904,0.06312508073593065,0.304417451990726,-0.24129237125479536,-382.24485171620904
155_oracle_disco,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,2.0,100.0,0.14738146952877287,0.11959184557199479,0.027789623956778087,18.855575294255562,1.147381469528773,0.11959184557199479,1.027789623956778,89.57697603212024
157_banditsumm,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.13362150265727124,0.5253650508717068,-0.3917435482144356,-293.17403293931466,1.1336215026572711,0.5253650508717068,0.6082564517855643,53.65604395821513
157_heter_graph,0.0,0.0,0.0,,1.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.17998102308359065,0.19844002898580154,-0.01845900590221089,-10.256084550446056,1.1799810230835908,0.19844002898580154,0.9815409940977893,83.18277793423938
